treebank,timestep,normalized_progress,layer,head,entropy_mean,entropy_normalized,entropy_no_bos,bos_sink_mass,n_seeds
UD_English-EWT,0,0.0,3,21,0.6526513789816062,0.282427927683988,2.5321349390868932,0.7910738090674082,3
UD_English-EWT,0,0.0,3,22,0.8866065170595555,0.3609600904107582,1.649297810643097,0.7205814501586182,3
UD_English-EWT,0,0.0,3,23,0.754184165104328,0.32052573987379507,1.8605789081320736,0.7466254355843928,3
UD_English-EWT,0,0.0,3,24,0.7681075953903909,0.3259609358746538,1.7432489768077766,0.7418709252782859,3
UD_English-EWT,0,0.0,3,25,0.5449022642321518,0.24226130925047676,2.4922895128609706,0.8297912984109316,3
UD_English-EWT,0,0.0,3,26,0.7509796349891548,0.3196076774547294,2.1965045130969396,0.7376062866564984,3
UD_English-EWT,0,0.0,3,27,0.5962602197258768,0.26179245731136835,2.4769805559043676,0.8115931232281722,3
UD_English-EWT,0,0.0,3,28,0.6211165233001195,0.2704381812363863,2.538601737530505,0.8018351923979696,3
UD_English-EWT,0,0.0,3,29,0.6844265324781175,0.29405367637531515,2.54728645184001,0.7818740381976296,3
UD_English-EWT,0,0.0,3,30,0.838741608961521,0.3427632713354513,2.2299524702009608,0.7452970637731213,3
UD_English-EWT,0,0.0,3,31,0.6462219857554781,0.2802635537781066,2.2401962417070984,0.7779021256608388,3
UD_English-EWT,0,0.0,4,0,1.2700435480133432,0.4833396158990313,1.2666526948167978,0.5490642003918607,3
UD_English-EWT,0,0.0,4,1,0.5663371455876024,0.251661998564581,2.542814572652181,0.8193013398129431,3
UD_English-EWT,0,0.0,4,2,0.9311694705176875,0.3744853157346529,2.3792304824935933,0.6702304144130379,3
UD_English-EWT,0,0.0,4,3,1.2682857168991057,0.48346035274081545,1.2235055337838137,0.5483103113991966,3
UD_English-EWT,0,0.0,4,4,1.6501067810045564,0.6015040639563988,1.9238605482982158,0.4710540662372047,3
UD_English-EWT,0,0.0,4,5,0.5263383390224167,0.23758055853862267,2.583124003205143,0.8272834796397412,3
UD_English-EWT,0,0.0,4,6,0.7144892813912668,0.30723256607097194,1.8186793942920498,0.7567460510900111,3
